subject_prefix,course_code,course_name,section,crn,instructor,schedule,type,status,credits
CORE-UA,CORE-UA 306,,007,9264,Staff,F 11a-12:15p,Lab,Open,7
CORE-UA,CORE-UA 400,,001,9336,Staff,TR 4:55-6:10p,Lecture,Open,7
CORE-UA,CORE-UA 400,,002,9337,Staff,F 8-9:15a,Recitation,Open,7
CORE-UA,CORE-UA 400,,003,9338,Staff,F 9:30-10:45a,Recitation,Open,7
CORE-UA,CORE-UA 400,,004,9339,Staff,F 8-9:15a,Recitation,Open,7
CORE-UA,CORE-UA 400,,005,9340,Staff,F 9:30-10:45a,Recitation,Open,7
CORE-UA,CORE-UA 400,,006,9341,Staff,F 11a-12:15p,Recitation,Open,7
CORE-UA,CORE-UA 400,,007,9342,Staff,F 12:30-1:45p,Recitation,Open,7
CORE-UA,CORE-UA 400,,010,9343,Staff,MW 3:30-4:45p,Lecture,Open,7
CORE-UA,CORE-UA 400,,011,9344,Staff,F 8-9:15a,Recitation,Open,7
CORE-UA,CORE-UA 400,,012,9345,Staff,F 9:30-10:45a,Recitation,Open,7
CORE-UA,CORE-UA 400,,013,9347,Staff,F 8-9:15a,Recitation,Open,7
CORE-UA,CORE-UA 400,,014,9348,Staff,F 9:30-10:45a,Recitation,Open,7
CORE-UA,CORE-UA 400,,015,9349,Staff,F 11a-12:15p,Recitation,Open,7
CORE-UA,CORE-UA 400,,016,9346,Staff,F 12:30-1:45p,Recitation,Open,7
CORE-UA,CORE-UA 400,,020,9350,Staff,MW 2-3:15p,Lecture,Open,9
CORE-UA,CORE-UA 400,,021,9351,Staff,R 8-9:15a,Recitation,Open,9
CORE-UA,CORE-UA 400,,022,9352,Staff,R 9:30-10:45a,Recitation,Open,9
CORE-UA,CORE-UA 400,,023,9353,Staff,R 11a-12:15p,Recitation,Open,9
CORE-UA,CORE-UA 400,,024,9354,Staff,R 12:30-1:45p,Recitation,Open,9
CORE-UA,CORE-UA 400,,025,9355,Staff,R 2-3:15p,Recitation,Open,9
CORE-UA,CORE-UA 400,,026,9356,Staff,R 3:30-4:45p,Recitation,Open,9
CORE-UA,CORE-UA 400,,027,9357,Staff,R 3:30-4:45p,Recitation,Open,9
CORE-UA,CORE-UA 400,,028,9358,Staff,R 4:55-6:10p,Recitation,Open,9
CORE-UA,CORE-UA 400,,030,9359,Staff,MW 2-3:15p,Lecture,Open,5
CORE-UA,CORE-UA 400,,031,9360,Staff,R 8-9:15a,Recitation,Open,5
CORE-UA,CORE-UA 400,,032,9361,Staff,R 9:30-10:45a,Recitation,Open,5
CORE-UA,CORE-UA 400,,033,9362,Staff,R 11a-12:15p,Recitation,Open,5
CORE-UA,CORE-UA 400,,034,9363,Staff,R 12:30-1:45p,Recitation,Open,5
CORE-UA,CORE-UA 400,,040,9364,Staff,TR 3:30-4:45p,Lecture,Open,7
CORE-UA,CORE-UA 400,,041,9365,Staff,F 8-9:15a,Recitation,Open,7
CORE-UA,CORE-UA 400,,042,9366,Staff,F 9:30-10:45a,Recitation,Open,7
CORE-UA,CORE-UA 400,,043,9367,Staff,F 11a-12:15p,Recitation,Open,7
CORE-UA,CORE-UA 400,,044,9368,Staff,F 12:30-1:45p,Recitation,Open,7
CORE-UA,CORE-UA 400,,045,9369,Staff,F 12:30-1:45p,Recitation,Open,7
CORE-UA,CORE-UA 400,,046,9370,Staff,F 2-3:15p,Recitation,Open,7
CORE-UA,CORE-UA 400,,060,9371,Staff,MW 12:30-1:45p,Lecture,Open,3
CORE-UA,CORE-UA 400,,061,9372,Staff,F 8-9:15a,Recitation,Open,3
CORE-UA,CORE-UA 400,,062,9373,Staff,F 9:30-10:45a,Recitation,Open,3
CORE-UA,CORE-UA 400,,070,9378,Staff,TR 11a-12:15p,Lecture,Open,7
CORE-UA,CORE-UA 400,,071,9379,Staff,F 8-9:15a,Recitation,Open,7
CORE-UA,CORE-UA 400,,072,9380,Staff,F 9:30-10:45a,Recitation,Open,7
CORE-UA,CORE-UA 400,,073,9381,Staff,F 11a-12:15p,Recitation,Open,7
CORE-UA,CORE-UA 400,,074,9382,Staff,F 12:30-1:45p,Recitation,Open,7
CORE-UA,CORE-UA 400,,075,9383,Staff,F 12:30-1:45p,Recitation,Open,7
CORE-UA,CORE-UA 400,,076,9386,Staff,F 2-3:15p,Recitation,Open,7
CORE-UA,CORE-UA 400,,080,9384,Staff,MW 11a-12:15p,Lecture,Open,9
CORE-UA,CORE-UA 400,,081,9385,Staff,F 8-9:15a,Recitation,Open,9
CORE-UA,CORE-UA 400,,082,9387,Staff,F 9:30-10:45a,Recitation,Open,9
CORE-UA,CORE-UA 400,,083,9388,Staff,F 8-9:15a,Recitation,Open,9
CORE-UA,CORE-UA 400,,084,9389,Staff,F 9:30-10:45a,Recitation,Open,9
CORE-UA,CORE-UA 400,,085,9390,Staff,F 11a-12:15p,Recitation,Open,9
CORE-UA,CORE-UA 400,,086,9391,Staff,F 12:30-1:45p,Recitation,Open,9
CORE-UA,CORE-UA 400,,087,22284,Staff,F 11a-12:15p,Recitation,Open,9
CORE-UA,CORE-UA 400,,088,22285,Staff,F 12:30-1:45p,Recitation,Open,9
CORE-UA,CORE-UA 400,,090,9392,Staff,TR 12:30-1:45p,Lecture,Open,3
CORE-UA,CORE-UA 400,,091,9393,Staff,F 8-9:15a,Recitation,Open,3
CORE-UA,CORE-UA 400,,092,9394,Staff,F 9:30-10:45a,Recitation,Open,3
CORE-UA,CORE-UA 400,,110,9406,Staff,TR 2-3:15p,Lecture,Open,7
CORE-UA,CORE-UA 400,,111,9407,Staff,F 8-9:15a,Recitation,Open,7
CORE-UA,CORE-UA 400,,112,9408,Staff,F 9:30-10:45a,Recitation,Open,7
CORE-UA,CORE-UA 400,,113,9409,Staff,F 8-9:15a,Recitation,Open,7
CORE-UA,CORE-UA 400,,114,9410,Staff,F 9:30-10:45a,Recitation,Open,7
CORE-UA,CORE-UA 400,,115,9411,Staff,F 11a-12:15p,Recitation,Open,7
CORE-UA,CORE-UA 400,,116,9412,Staff,F 12:30-1:45p,Recitation,Open,7
CORE-UA,CORE-UA 400,,120,9413,Staff,TR 11a-12:15p,Lecture,Open,7
CORE-UA,CORE-UA 400,,121,9414,Staff,F 8-9:15a,Recitation,Open,7
CORE-UA,CORE-UA 400,,122,9415,Staff,F 9:30-10:45a,Recitation,Open,7
CORE-UA,CORE-UA 400,,123,9416,Staff,F 11a-12:15p,Recitation,Open,7
CORE-UA,CORE-UA 400,,124,9417,Staff,F 12:30-1:45p,Recitation,Open,7
CORE-UA,CORE-UA 400,,125,9418,Staff,F 12:30-1:45p,Recitation,Open,7
CORE-UA,CORE-UA 400,,126,9419,Staff,F 2-3:15p,Recitation,Open,7
CORE-UA,CORE-UA 400,,130,9420,Staff,MW 9:30-10:45a,Lecture,Open,9
CORE-UA,CORE-UA 400,,131,9421,Staff,R 8-9:15a,Recitation,Open,9
CORE-UA,CORE-UA 400,,132,9422,Staff,R 9:30-10:45a,Recitation,Open,9
CORE-UA,CORE-UA 400,,133,9423,Staff,R 11a-12:15p,Recitation,Open,9
CORE-UA,CORE-UA 400,,134,9424,Staff,R 12:30-1:45p,Recitation,Open,9
CORE-UA,CORE-UA 400,,135,9425,Staff,R 2-3:15p,Recitation,Open,9
CORE-UA,CORE-UA 400,,136,9426,Staff,R 3:30-4:45p,Recitation,Open,9
CORE-UA,CORE-UA 400,,137,9427,Staff,R 3:30-4:45p,Recitation,Open,9
CORE-UA,CORE-UA 400,,138,9428,Staff,R 4:55-6:10p,Recitation,Open,9
CORE-UA,CORE-UA 400,,140,9429,Staff,MW 11a-12:15p,Lecture,Open,5
CORE-UA,CORE-UA 400,,141,9430,Staff,R 8-9:15a,Recitation,Open,5
CORE-UA,CORE-UA 400,,142,9431,Staff,R 9:30-10:45a,Recitation,Open,5
CORE-UA,CORE-UA 400,,143,9432,Staff,R 11a-12:15p,Recitation,Open,5
CORE-UA,CORE-UA 400,,144,9433,Staff,R 12:30-1:45p,Recitation,Open,5
CORE-UA,CORE-UA 403,,001,9434,Staff,TR 8-9:15a,Lecture,Open,7
CORE-UA,CORE-UA 403,,002,9435,Staff,F 8-9:15a,Recitation,Open,7
CORE-UA,CORE-UA 403,,003,9436,Staff,F 9:30-10:45a,Recitation,Open,7
CORE-UA,CORE-UA 403,,004,9437,Staff,F 11a-12:15p,Recitation,Open,7
CORE-UA,CORE-UA 403,,005,9438,Staff,F 12:30-1:45p,Recitation,Open,7
CORE-UA,CORE-UA 403,,006,9439,Staff,F 12:30-1:45p,Recitation,Open,7
CORE-UA,CORE-UA 403,,007,9440,Staff,F 2-3:15p,Recitation,Open,7
CORE-UA,CORE-UA 404,,001,9441,Staff,TR 2-3:15p,Lecture,Open,7
CORE-UA,CORE-UA 404,,002,9442,Staff,F 8-9:15a,Recitation,Open,7
CORE-UA,CORE-UA 404,,003,9443,Staff,F 9:30-10:45a,Recitation,Open,7
CORE-UA,CORE-UA 404,,004,9444,Staff,F 8-9:15a,Recitation,Open,7
CORE-UA,CORE-UA 404,,005,9445,Staff,F 9:30-10:45a,Recitation,Open,7
CORE-UA,CORE-UA 404,,006,9446,Staff,F 11a-12:15p,Recitation,Open,7
CORE-UA,CORE-UA 404,,007,9447,Staff,F 12:30-1:45p,Recitation,Open,7
CORE-UA,CORE-UA 500,,001,9266,Staff,MW 3:30-4:45p,Lecture,Open,9
CORE-UA,CORE-UA 500,,002,9267,Staff,F 8-9:15a,Recitation,Open,9
CORE-UA,CORE-UA 500,,003,9268,Staff,F 9:30-10:45a,Recitation,Open,9
CORE-UA,CORE-UA 500,,004,9265,Staff,F 8-9:15a,Recitation,Open,9
CORE-UA,CORE-UA 500,,005,9269,Staff,F 9:30-10:45a,Recitation,Open,9
CORE-UA,CORE-UA 500,,006,9270,Staff,F 8-9:15a,Recitation,Open,9
CORE-UA,CORE-UA 500,,007,9271,Staff,F 9:30-10:45a,Recitation,Open,9
CORE-UA,CORE-UA 500,,008,22205,Staff,F 8-9:15a,Recitation,Open,9
CORE-UA,CORE-UA 500,,009,22229,Staff,F 9:30-10:45a,Recitation,Open,9
CORE-UA,CORE-UA 500,,010,9272,Staff,MW 4:55-6:10p,Lecture,Open,9
CORE-UA,CORE-UA 500,,011,9274,Staff,T 8-9:15a,Recitation,Open,9
CORE-UA,CORE-UA 500,,012,9275,Staff,T 9:30-10:45a,Recitation,Open,9
CORE-UA,CORE-UA 500,,013,9276,Staff,T 8-9:15a,Recitation,Open,9
CORE-UA,CORE-UA 500,,014,9273,Staff,T 9:30-10:45a,Recitation,Open,9
CORE-UA,CORE-UA 500,,015,9277,Staff,T 11a-12:15p,Recitation,Open,9
CORE-UA,CORE-UA 500,,016,9278,Staff,T 12:30-1:45p,Recitation,Open,9
CORE-UA,CORE-UA 500,,017,22027,Staff,T 8-9:15a,Recitation,Open,9
CORE-UA,CORE-UA 500,,018,22034,Staff,T 9:30-10:45a,Recitation,Open,9
CORE-UA,CORE-UA 502,,001,9448,Staff,MW 4:55-6:10p,Lecture,Open,5
CORE-UA,CORE-UA 502,,002,9449,Staff,T 12:30-1:45p,Recitation,Open,5
CORE-UA,CORE-UA 502,,003,9450,Staff,T 2-3:15p,Recitation,Open,5
CORE-UA,CORE-UA 502,,004,9451,Staff,T 3:30-4:45p,Recitation,Open,5
CORE-UA,CORE-UA 502,,005,9452,Staff,T 4:55-6:10p,Recitation,Open,5
CORE-UA,CORE-UA 510,,001,9279,Staff,TR 9:30-10:45a,Lecture,Open,5
CORE-UA,CORE-UA 510,,002,9280,Staff,W 8-9:15a,Recitation,Open,5
CORE-UA,CORE-UA 510,,003,9281,Staff,W 9:30-10:45a,Recitation,Open,5
CORE-UA,CORE-UA 510,,004,9282,Staff,W 11a-12:15p,Recitation,Open,5
CORE-UA,CORE-UA 510,,005,9283,Staff,W 12:30-1:45p,Recitation,Open,5
CORE-UA,CORE-UA 512,,001,9484,Staff,MW 6:20-7:35p,Lecture,Open,7
CORE-UA,CORE-UA 512,,002,9485,Staff,T 4:55-6:10p,Recitation,Open,7
CORE-UA,CORE-UA 512,,003,9486,Staff,T 3:30-4:45p,Recitation,Open,7
CORE-UA,CORE-UA 512,,004,9487,Staff,T 4:55-6:10p,Recitation,Open,7
CORE-UA,CORE-UA 512,,005,9488,Staff,T 3:30-4:45p,Recitation,Open,7
CORE-UA,CORE-UA 512,,006,9489,Staff,T 4:55-6:10p,Recitation,Open,7
CORE-UA,CORE-UA 512,,007,9490,Staff,T 6:20-7:35p,Recitation,Open,7
CORE-UA,CORE-UA 514,,001,9453,Staff,MW 8-9:15a,Lecture,Open,5
CORE-UA,CORE-UA 514,,002,9454,Staff,T 8-9:15a,Recitation,Open,5
CORE-UA,CORE-UA 514,,003,9455,Staff,T 9:30-10:45a,Recitation,Open,5
CORE-UA,CORE-UA 514,,004,9456,Staff,T 11a-12:15p,Recitation,Open,5
CORE-UA,CORE-UA 514,,005,9457,Staff,T 12:30-1:45p,Recitation,Open,5
CORE-UA,CORE-UA 526,,001,9285,Staff,TR 9:30-10:45a,Lecture,Open,7
CORE-UA,CORE-UA 526,,002,9286,Staff,W 8-9:15a,Recitation,Open,7
CORE-UA,CORE-UA 526,,003,9287,Staff,W 9:30-10:45a,Recitation,Open,7
CORE-UA,CORE-UA 526,,004,9284,Staff,W 11a-12:15p,Recitation,Open,7
CORE-UA,CORE-UA 526,,005,9288,Staff,W 12:30-1:45p,Recitation,Open,7
CORE-UA,CORE-UA 526,,006,9289,Staff,W 2-3:15p,Recitation,Open,7
CORE-UA,CORE-UA 526,,007,9290,Staff,W 3:30-4:45p,Recitation,Open,7
CORE-UA,CORE-UA 527,,001,9291,Staff,TR 11a-12:15p,Lecture,Open,5
CORE-UA,CORE-UA 527,,002,9292,Staff,W 12:30-1:45p,Recitation,Open,5
CORE-UA,CORE-UA 527,,003,9293,Staff,W 2-3:15p,Recitation,Open,5
CORE-UA,CORE-UA 527,,004,9294,Staff,W 3:30-4:45p,Recitation,Open,5
CORE-UA,CORE-UA 527,,005,9295,Staff,W 4:55-6:10p,Recitation,Open,5
CORE-UA,CORE-UA 529,,001,9491,Staff,TR 3:30-4:45p,Lecture,Open,7
CORE-UA,CORE-UA 529,,002,9492,Staff,W 8-9:15a,Recitation,Open,7
CORE-UA,CORE-UA 529,,003,9493,Staff,W 9:30-10:45a,Recitation,Open,7
CORE-UA,CORE-UA 529,,004,9494,Staff,W 11a-12:15p,Recitation,Open,7
CORE-UA,CORE-UA 529,,005,9495,Staff,W 12:30-1:45p,Recitation,Open,7
CORE-UA,CORE-UA 529,,006,9496,Staff,W 2-3:15p,Recitation,Open,7
CORE-UA,CORE-UA 529,,007,9497,Staff,W 3:30-4:45p,Recitation,Open,7
CORE-UA,CORE-UA 532,,001,9458,Staff,MW 2-3:15p,Lecture,Open,7
CORE-UA,CORE-UA 532,,002,9459,Staff,T 8-9:15a,Recitation,Open,7
CORE-UA,CORE-UA 532,,003,9460,Staff,T 9:30-10:45a,Recitation,Open,7
CORE-UA,CORE-UA 532,,004,9461,Staff,T 11a-12:15p,Recitation,Open,7
CORE-UA,CORE-UA 532,,005,9462,Staff,T 12:30-1:45p,Recitation,Open,7
CORE-UA,CORE-UA 532,,006,9463,Staff,T 2-3:15p,Recitation,Open,7
CORE-UA,CORE-UA 532,,007,9464,Staff,T 3:30-4:45p,Recitation,Open,7
CORE-UA,CORE-UA 534,,001,9465,Staff,MW 2-3:15p,Lecture,Open,5
CORE-UA,CORE-UA 534,,002,9466,Staff,T 8-9:15a,Recitation,Open,5
CORE-UA,CORE-UA 534,,003,9467,Staff,T 9:30-10:45a,Recitation,Open,5
CORE-UA,CORE-UA 534,,004,9468,Staff,T 11a-12:15p,Recitation,Open,5
CORE-UA,CORE-UA 534,,005,9469,Staff,T 12:30-1:45p,Recitation,Open,5
CORE-UA,CORE-UA 537,,001,9472,Staff,MW 2-3:15p,Lecture,Open,7
CORE-UA,CORE-UA 537,,002,9473,Staff,T 8-9:15a,Recitation,Open,7
CORE-UA,CORE-UA 537,,003,9474,Staff,T 9:30-10:45a,Recitation,Open,7
CORE-UA,CORE-UA 537,,004,9475,Staff,T 11a-12:15p,Recitation,Open,7
CORE-UA,CORE-UA 537,,005,9476,Staff,T 12:30-1:45p,Recitation,Open,7
CORE-UA,CORE-UA 537,,006,9477,Staff,T 4:55-6:10p,Recitation,Open,7
CORE-UA,CORE-UA 537,,007,9478,Staff,T 3:30-4:45p,Recitation,Open,7
CORE-UA,CORE-UA 556,,001,9503,Staff,MW 9:30-10:45a,Lecture,Open,5
CORE-UA,CORE-UA 556,,002,9504,Staff,T 8-9:15a,Recitation,Open,5
CORE-UA,CORE-UA 556,,003,9505,Staff,T 9:30-10:45a,Recitation,Open,5
CORE-UA,CORE-UA 556,,004,9506,Staff,T 11a-12:15p,Recitation,Open,5
CORE-UA,CORE-UA 556,,005,9507,Staff,T 12:30-1:45p,Recitation,Open,5
CORE-UA,CORE-UA 700,,001,9297,Staff,TR 4:55-6:10p,Lecture,Open,7
CORE-UA,CORE-UA 700,,002,9298,Staff,F 8-9:15a,Recitation,Open,7
CORE-UA,CORE-UA 700,,003,9299,Staff,F 9:30-10:45a,Recitation,Open,7
CORE-UA,CORE-UA 700,,004,9296,Staff,F 11a-12:15p,Recitation,Open,7
CORE-UA,CORE-UA 700,,005,9300,Staff,F 12:30-1:45p,Recitation,Open,7
CORE-UA,CORE-UA 700,,006,9301,Staff,F 12:30-1:45p,Recitation,Open,7
CORE-UA,CORE-UA 700,,007,9302,Staff,F 2-3:15p,Recitation,Open,7
CORE-UA,CORE-UA 700,,010,9303,Staff,MW 3:30-4:45p,Lecture,Open,5
CORE-UA,CORE-UA 700,,011,9304,Staff,R 8-9:15a,Recitation,Open,5
CORE-UA,CORE-UA 700,,012,9307,Staff,R 9:30-10:45a,Recitation,Open,5
CORE-UA,CORE-UA 700,,013,9308,Staff,R 11a-12:15p,Recitation,Open,5
CORE-UA,CORE-UA 700,,014,9309,Staff,R 12:30-1:45p,Recitation,Open,5
CORE-UA,CORE-UA 710,,001,21787,Staff,MW 6:20-7:35p,Lecture,Open,9
CORE-UA,CORE-UA 710,,002,21866,Staff,R 8-9:15a,Recitation,Open,9
CORE-UA,CORE-UA 710,,003,21924,Staff,R 9:30-10:45a,Recitation,Open,9
CORE-UA,CORE-UA 710,,004,21925,Staff,R 11a-12:15p,Recitation,Open,9
CORE-UA,CORE-UA 710,,005,21937,Staff,R 12:30-1:45p,Recitation,Open,9
CORE-UA,CORE-UA 710,,006,21938,Staff,R 2-3:15p,Recitation,Open,9
CORE-UA,CORE-UA 710,,007,22000,Staff,R 3:30-4:45p,Recitation,Open,9
CORE-UA,CORE-UA 710,,008,22001,Staff,R 3:30-4:45p,Recitation,Open,9
CORE-UA,CORE-UA 710,,009,22020,Staff,R 4:55-6:10p,Recitation,Open,9
CORE-UA,CORE-UA 730,,001,9317,Staff,MW 11a-12:15p,Lecture,Open,10
CORE-UA,CORE-UA 730,,002,9318,Staff,F 9:30-10:45a,Recitation,Open,10
CORE-UA,CORE-UA 730,,003,9319,Staff,F 11a-12:15p,Recitation,Open,10
CORE-UA,CORE-UA 730,,004,9320,Staff,F 12:30-1:45p,Recitation,Open,10
CORE-UA,CORE-UA 730,,005,9321,Staff,F 2-3:15p,Recitation,Open,10
CORE-UA,CORE-UA 730,,010,9322,Staff,MW 12:30-1:45p,Lecture,Open,10
CORE-UA,CORE-UA 730,,011,9323,Staff,F 9:30-10:45a,Recitation,Open,10
CORE-UA,CORE-UA 730,,012,9324,Staff,F 11a-12:15p,Recitation,Open,10
CORE-UA,CORE-UA 730,,013,9325,Staff,F 12:30-1:45p,Recitation,Open,10
CORE-UA,CORE-UA 730,,014,9326,Staff,F 2-3:15p,Recitation,Open,10
CORE-UA,CORE-UA 750,,001,9327,Staff,W 12:30-4:30p,Lecture,Open,9
CORE-UA,CORE-UA 750,,002,9328,Staff,F 8-9:15a,Recitation,Open,9
CORE-UA,CORE-UA 750,,003,9329,Staff,F 9:30-10:45a,Recitation,Open,9
CORE-UA,CORE-UA 750,,004,9330,Staff,F 8-9:15a,Recitation,Open,9
CORE-UA,CORE-UA 750,,005,9331,Staff,F 9:30-10:45a,Recitation,Open,9
CORE-UA,CORE-UA 750,,006,9332,Staff,F 11a-12:15p,Recitation,Open,9
CORE-UA,CORE-UA 750,,007,9333,Staff,F 12:30-1:45p,Recitation,Open,9
CORE-UA,CORE-UA 750,,008,9334,Staff,F 12:30-1:45p,Recitation,Open,9
CORE-UA,CORE-UA 750,,009,9335,Staff,F 2-3:15p,Recitation,Open,9
CRWRI-UA,CRWRI-UA 815,,001,9676,Staff,MW 9:30-10:45a,WKS,Open,25
CRWRI-UA,CRWRI-UA 815,,002,9677,Staff,MW 12:30-1:45p,WKS,Open,25
CRWRI-UA,CRWRI-UA 815,,003,9678,Staff,MW 8-9:15a,WKS,Open,25
CRWRI-UA,CRWRI-UA 815,,004,9679,Staff,MW 8-9:15a,WKS,Open,25
CRWRI-UA,CRWRI-UA 815,,005,9680,Staff,MW 2-3:15p,WKS,Open,25
CRWRI-UA,CRWRI-UA 815,,006,9681,Staff,TR 8-9:15a,WKS,Open,25
CRWRI-UA,CRWRI-UA 815,,007,9682,Staff,TR 12:30-1:45p,WKS,Open,25
CRWRI-UA,CRWRI-UA 815,,008,9683,Staff,TR 4:55-6:10p,WKS,Open,25
CRWRI-UA,CRWRI-UA 815,,009,9684,Staff,TR 11a-12:15p,WKS,Open,25
CRWRI-UA,CRWRI-UA 815,,010,9685,Staff,TR 9:30-10:45a,WKS,Open,25
CRWRI-UA,CRWRI-UA 815,,011,9686,Staff,TR 11a-12:15p,WKS,Open,25
CRWRI-UA,CRWRI-UA 815,,012,9687,Staff,TR 12:30-1:45p,WKS,Open,25
CRWRI-UA,CRWRI-UA 815,,013,9688,Staff,MW 11a-12:15p,WKS,Open,25
CRWRI-UA,CRWRI-UA 815,,014,9689,Staff,TR 9:30-10:45a,WKS,Open,25
CRWRI-UA,CRWRI-UA 815,,015,9690,Staff,TR 4:55-6:10p,WKS,Open,25
CRWRI-UA,CRWRI-UA 815,,016,9691,Staff,TR 9:30-10:45a,WKS,Open,25
CRWRI-UA,CRWRI-UA 815,,017,9692,Staff,MW 9:30-10:45a,WKS,Open,25
CRWRI-UA,CRWRI-UA 815,,018,9693,Staff,MW 9:30-10:45a,WKS,Open,25
CRWRI-UA,CRWRI-UA 815,,020,9694,Staff,TR 3:30-4:45p,WKS,Open,25
CRWRI-UA,CRWRI-UA 815,,021,9695,Staff,TR 2-3:15p,WKS,Open,25
CRWRI-UA,CRWRI-UA 815,,022,9696,Staff,MW 11a-12:15p,WKS,Open,25
CRWRI-UA,CRWRI-UA 815,,026,9697,Staff,TR 2-3:15p,WKS,Open,25
CRWRI-UA,CRWRI-UA 815,,027,9698,Staff,MW 3:30-4:45p,WKS,Open,25
CRWRI-UA,CRWRI-UA 815,,028,9699,Staff,MW 4:55-6:10p,WKS,Open,25
CRWRI-UA,CRWRI-UA 815,,029,9700,Staff,TR 4:55-6:10p,WKS,Open,25
CRWRI-UA,CRWRI-UA 816,,001,9701,Staff,M 4:55-7:40p,WKS,Open,5
CRWRI-UA,CRWRI-UA 816,,002,9702,Staff,T 4:55-7:40p,WKS,Open,5
CRWRI-UA,CRWRI-UA 816,,003,9703,Staff,F 2-4:45p,WKS,Open,5
CRWRI-UA,CRWRI-UA 816,,004,9704,Staff,W 4:55-7:40p,WKS,Open,5
CRWRI-UA,CRWRI-UA 816,,006,9705,Staff,F 11a-1:45p,WKS,Open,5
CRWRI-UA,CRWRI-UA 817,,001,9706,Staff,M 11a-1:45p,WKS,Open,4
CRWRI-UA,CRWRI-UA 817,,002,9707,Staff,W 2-4:45p,WKS,Open,4
CRWRI-UA,CRWRI-UA 817,,004,9708,Staff,F 11a-1:45p,WKS,Open,4
CRWRI-UA,CRWRI-UA 817,,005,9709,Staff,R 2-4:45p,WKS,Open,4
CRWRI-UA,CRWRI-UA 820,,001,9710,Staff,M 4:55-7:40p,WKS,Open,3
CRWRI-UA,CRWRI-UA 820,,002,9711,Staff,W 2-4:45p,WKS,Open,3
CRWRI-UA,CRWRI-UA 820,,003,9712,Staff,W 11a-1:45p,WKS,Open,3
CRWRI-UA,CRWRI-UA 825,,001,9713,Staff,F 2-4:45p,WKS,Open,1
CRWRI-UA,CRWRI-UA 830,,001,9714,Staff,W 11a-1:45p,WKS,Open,3
CRWRI-UA,CRWRI-UA 830,,002,21194,Staff,F 11a-1:45p,WKS,Open,3
CRWRI-UA,CRWRI-UA 830,,003,9715,Staff,R 11a-1:45p,WKS,Open,3
CRWRI-UA,CRWRI-UA 861,,001,9716,Staff,M 11a-1:45p,WKS,Open,1
CRWRI-UA,CRWRI-UA 862,,001,9717,Staff,W 11a-1:45p,WKS,Open,1
CRWRI-UA,CRWRI-UA 863,,001,9722,Staff,T 11a-1:45p,WKS,Open,1
CSCI-UA,CSCI-UA 1,,001,21698,Staff,TR 3:30-4:45p,Lecture,Open,1
CSCI-UA,CSCI-UA 1,,002,21896,Staff,MW 2-3:15p,Lecture,Open,2
CSCI-UA,CSCI-UA 1,,003,21907,Staff,TR 8-9:15a,Lecture,Open,2
CSCI-UA,CSCI-UA 101,,001,8917,Staff,MW 8-9:15a,Lecture,Open,11
CSCI-UA,CSCI-UA 101,,002,8918,Staff,TR 8-9:15a,Lecture,Open,11
CSCI-UA,CSCI-UA 101,,003,8919,Staff,MW 11a-12:15p,Lecture,Open,11
CSCI-UA,CSCI-UA 101,,004,8914,Staff,TR 11a-12:15p,Lecture,Open,11
CSCI-UA,CSCI-UA 101,,005,8920,Staff,MW 12:30-1:45p,Lecture,Open,11
CSCI-UA,CSCI-UA 101,,006,8921,Staff,TR 12:30-1:45p,Lecture,Open,11
CSCI-UA,CSCI-UA 101,,007,8922,Staff,F 2-4:30p,Lecture,Open,11
CSCI-UA,CSCI-UA 101,,008,8923,Staff,MW 3:30-4:45p,Lecture,Open,11
CSCI-UA,CSCI-UA 101,,009,8924,Staff,MW 9:30-10:45a,Lecture,Open,11
CSCI-UA,CSCI-UA 101,,010,8925,Staff,MW 3:30-4:45p,Lecture,Open,11
CSCI-UA,CSCI-UA 101,,011,8926,Staff,TR 3:30-4:45p,Lecture,Open,11
CSCI-UA,CSCI-UA 102,,010,8927,Staff,MW 9:30-10:45a,Lecture,Open,17
CSCI-UA,CSCI-UA 102,,011,8928,Staff,F 9:30-10:45a,Recitation,Open,17
CSCI-UA,CSCI-UA 102,,012,8929,Staff,F 11a-12:15p,Recitation,Open,17
CSCI-UA,CSCI-UA 102,,013,8930,Staff,F 12:30-1:45p,Recitation,Open,17
CSCI-UA,CSCI-UA 102,,020,8932,Staff,MW 12:30-1:45p,Lecture,Open,17
CSCI-UA,CSCI-UA 102,,021,8933,Staff,F 11a-12:15p,Recitation,Open,17
CSCI-UA,CSCI-UA 102,,022,8934,Staff,F 12:30-1:45p,Recitation,Open,17
CSCI-UA,CSCI-UA 102,,023,8935,Staff,F 2-3:15p,Recitation,Open,17
CSCI-UA,CSCI-UA 102,,030,8939,Staff,F 11a-1:30p,Lecture,Open,17
CSCI-UA,CSCI-UA 102,,031,8941,Staff,M 9:30-10:45a,Recitation,Open,17
CSCI-UA,CSCI-UA 102,,032,8942,Staff,W 9:30-10:45a,Recitation,Open,17
CSCI-UA,CSCI-UA 102,,040,8943,Staff,TR 9:30-10:45a,Lecture,Open,17
CSCI-UA,CSCI-UA 102,,041,8944,Staff,F 9:30-10:45a,Recitation,Open,17
CSCI-UA,CSCI-UA 102,,050,8945,Staff,MW 2-3:15p,Lecture,Open,17
CSCI-UA,CSCI-UA 102,,051,8946,Staff,F 2-3:15p,Recitation,Open,17
